year,team,team_salary,avg_player_salary,median_player_salary,wins,cost_per_win,championship
2017,BAL,"$144,596,949 ",5783878,3475000,75,1927959.32,no
2017,BOS,"$173,704,598 ",5790153,1975000,93,1867791.38,no
2017,CHC,"$168,263,502 ",6730540,3500000,92,1828951.11,no
2017,CHW,"$109,301,167 ",4048191,900000,67,1631360.7,no
2017,CIN,"$81,840,785 ",2728026,571000,68,1203540.96,no
2017,CLE,"$115,999,500 ",4296278,3400000,102,1137250,no
2017,COL,"$101,709,904 ",3280965,545000,87,1169079.36,no
2017,DET,"$180,250,600 ",6932715,1650000,64,2816415.63,no
2017,HOU,"$127,443,900 ",4720144,3725000,101,1261820.79,yes
2017,KCR,"$134,425,249 ",4800902,4000000,80,1680315.61,no
2017,LAA,"$123,549,166 ",4412470,2000000,80,1544364.58,no
2017,LAD,"$189,394,811 ",6530856,2800000,104,1821103.95,no
2017,MIA,"$106,784,671 ",3954988,2500000,77,1386813.91,no
2017,MIL,"$49,143,998 ",1965760,545700,86,571441.84,no
2017,MIN,"$94,287,500 ",3367411,586250,85,1109264.71,no
2017,NYM,"$174,491,596 ",6231843,3525000,70,2492737.09,no
2017,NYY,"$171,746,342 ",6360976,2290000,91,1887322.44,no
2017,OAK,"$69,636,667 ",2401264,575000,75,928488.89,no
2017,PHI,"$86,513,378 ",3604724,955000,66,1310808.76,no
2017,PIT,"$96,133,666 ",3697449,2993750,75,1281782.21,no
2017,SDP,"$32,128,066 ",1189928,546200,71,452507.97,no
2017,SEA,"$142,207,720 ",4740257,1212500,64,2221995.63,no
2017,SFG,"$156,531,277 ",5797455,2000000,78,2006811.24,no
2017,STL,"$131,669,599 ",4702486,2725000,83,1586380.71,no
2017,TBR,"$68,296,366 ",2203109,1300000,80,853704.58,no
2017,TEX,"$172,848,063 ",5237820,1833333,78,2216000.81,no
2017,TOR,"$122,796,238 ",4722932,2068750,76,1615739.97,no
2017,WAS,"$163,375,489 ",6283673,4000000,97,1684283.39,no
2016,ARI,"$79,423,163 ",3309298,1387500,69,1151060.33,no
2016,ATL,"$60,352,791 ",2321261,948750,68,887541.04,no
2016,BAL,"$139,179,070 ",4970681,2700000,89,1563809.78,no
2016,BOS,"$160,606,261 ",6177164,950000,93,1726949.04,no
2016,CHC,"$172,855,456 ",5761849,3083333,103,1678208.31,yes
2016,CHW,"$109,173,667 ",4548903,2750000,78,1399662.4,no
2016,CIN,"$89,955,059 ",2901776,525000,68,1322868.51,no
2016,CLE,"$60,928,567 ",2538690,1848750,94,648176.24,no
2016,COL,"$85,645,071 ",2762744,1000000,75,1141934.28,no
2016,DET,"$180,855,981 ",6459142,737500,86,2102976.52,no
2016,HOU,"$91,893,700 ",3281918,875000,84,1093972.62,no
2016,KCR,"$112,620,458 ",4504818,4225000,81,1390376.02,no
2016,LAA,"$129,251,333 ",5170053,1500000,74,1746639.64,no
2016,LAD,"$188,473,380 ",6282446,3562500,91,2071136.04,no
2016,MIA,"$69,743,071 ",2583077,1350000,79,882823.68,no
2016,MIL,"$57,073,313 ",1902444,516150,73,781826.21,no
2016,MIN,"$96,283,200 ",4186226,1475000,59,1631918.64,no
2016,NYM,"$132,926,379 ",5317055,4000000,87,1527889.41,no
2016,NYY,"$203,354,935 ",7262676,3650000,84,2420892.08,no
2016,OAK,"$75,876,234 ",2616422,1500000,69,1099655.57,no
2016,PHI,"$45,462,000 ",1683778,525000,71,640309.86,no
2016,PIT,"$101,249,666 ",3894218,3000000,78,1298072.64,no
2016,SDP,"$89,995,814 ",4090719,1175000,68,1323467.85,no
2016,SEA,"$123,457,243 ",4748356,1300000,87,1419048.77,no
2016,SFG,"$147,841,277 ",6720058,6100000,86,1719084.62,no
2016,STL,"$123,128,499 ",4397446,1475000,86,1431726.73,no
2016,TBR,"$56,616,076 ",2096892,895000,68,832589.35,no
2016,TEX,"$127,955,390 ",4739089,1500000,95,1346898.84,no
2016,TOR,"$146,179,900 ",5220711,1525000,89,1642470.79,no
2016,WAS,"$140,936,678 ",5872362,3000000,95,1483543.98,no
2015,ARI,"$63,812,833 ",2279030,525000,79,807757.38,no
2015,ATL,"$81,247,648 ",2901702,1083333,67,1212651.46,no
2015,BAL,"$104,378,208 ",3727793,2575000,81,1288619.85,no
2015,BOS,"$146,494,748 ",5634413,2125000,78,1878137.79,no
2015,CHC,"$116,265,880 ",4306144,2525000,97,1198617.32,no
2015,CHW,"$99,302,867 ",3546531,1325000,76,1306616.67,no
2015,CIN,"$116,732,284 ",4323418,2350000,64,1823941.94,no
2015,CLE,"$85,985,667 ",3307141,2095000,81,1061551.44,no
2015,COL,"$98,261,171 ",3388316,1087600,68,1445017.22,no
2015,DET,"$172,282,250 ",6891290,3000000,74,2328138.51,no
2015,HOU,"$63,564,200 ",2354230,1000000,86,739118.6,no
2015,KCR,"$106,164,525 ",4246581,2640000,95,1117521.32,yes
2015,LAA,"$139,449,583 ",4980342,1231250,85,1640583.33,no
2015,LAD,"$183,985,260 ",6814269,4833333,92,1999839.78,no
2015,MIA,"$84,816,071 ",3141336,1925000,71,1194592.55,no
2015,MIL,"$86,473,611 ",3458944,525500,68,1271670.75,no
2015,MIN,"$103,095,000 ",4295625,1775000,83,1242108.43,no
2015,NYM,"$92,130,203 ",3543469,676848,90,1023668.92,no
2015,NYY,"$192,687,142 ",6881684,2900000,87,2214794.74,no
2015,OAK,"$69,349,166 ",2237070,517500,68,1019840.68,no
2015,PHI,"$107,540,000 ",3840714,700000,63,1706984.13,no
2015,PIT,"$84,706,665 ",3025238,1708333,98,864353.72,no
2015,SDP,"$121,027,794 ",4482511,1650000,74,1635510.73,no
2015,SEA,"$115,706,842 ",4628274,2000000,84,1377462.4,no
2015,SFG,"$142,395,943 ",5476767,4000000,76,1873630.83,no
2015,STL,"$103,010,290 ",4120412,1650000,100,1030102.9,no
2015,TBR,"$73,691,251 ",2456375,750000,80,921140.64,no
2015,TEX,"$112,824,040 ",3760801,812500,88,1282091.36,no
2015,TOR,"$98,895,700 ",3955828,527000,93,1063394.62,no
2015,WAS,"$165,819,309 ",5922118,3000000,83,1997823,no
2014,ARI,"$102,350,333 ",3936551,2250000,64,1599223.95,no
2014,ATL,"$83,555,673 ",2785189,1116429,79,1057666.75,no
2014,BAL,"$96,638,455 ",3332361,1000000,96,1006650.57,no
2014,BOS,"$143,862,395 ",5328237,2750000,71,2026230.92,no
2014,CHC,"$82,683,714 ",3062360,1775000,73,1132653.62,no
2014,CHW,"$88,550,982 ",3542039,2259815,73,1213027.15,no
2014,CIN,"$112,878,771 ",3319964,1150000,76,1485246.99,no
2014,CLE,"$71,483,300 ",2978471,987500,85,840980,no
2014,COL,"$95,079,071 ",3521447,1712500,66,1440591.98,no
2014,DET,"$172,571,526 ",6391538,2500000,90,1917461.4,no
2014,HOU,"$44,985,800 ",1606636,507600,70,642654.29,no
2014,KCR,"$84,771,000 ",3390840,1500000,89,952483.15,no
2014,LAA,"$128,046,500 ",4415397,900000,98,1306596.94,no
2014,LAD,"$208,521,260 ",7190388,3714285,94,2218311.28,no
2014,MIA,"$52,836,900 ",1887032,1000000,77,686193.51,no
2014,MIL,"$79,014,914 ",3160597,534000,82,963596.51,no
2014,MIN,"$80,937,500 ",3372396,967500,70,1156250,no
2014,NYM,"$78,718,636 ",3148745,1000000,79,996438.43,no
2014,NYY,"$205,676,092 ",8227044,3500000,84,2448524.9,no
2014,OAK,"$65,815,900 ",2269514,700000,88,747907.95,no
2014,PHI,"$152,521,056 ",5259347,1125000,73,2089329.53,no
2014,PIT,"$77,340,499 ",2974635,1600000,88,878869.31,no
2014,SDP,"$79,422,194 ",2836507,1290000,77,1031457.06,no
2014,SEA,"$82,536,142 ",3056894,750000,88,937910.7,no
2014,SFG,"$118,714,109 ",5161483,4000000,87,1364529.99,yes
2014,STL,"$90,653,693 ",3357544,535000,90,1007263.26,no
2014,TBR,"$82,232,623 ",2835608,1475000,77,1067956.14,no
2014,TEX,"$102,585,846 ",3537443,1000000,67,1531132.03,no
2014,TOR,"$111,422,600 ",4844461,3000000,83,1342440.96,no
2014,WAS,"$129,700,068 ",4803706,2700000,96,1351042.38,no
2013,ARI,"$75,105,500 ",3265457,1900000,81,927228.4,no
2013,ATL,"$73,600,692 ",3345486,1550000,96,766673.88,no
2013,BAL,"$81,637,464 ",3710794,1910000,85,960440.75,no
2013,BOS,"$156,522,142 ",5797116,4250000,97,1613630.33,yes
2013,CHC,"$103,456,533 ",3831723,1750000,66,1567523.23,no
2013,CHW,"$117,040,777 ",5088729,2800000,63,1857790.11,no
2013,CIN,"$90,025,772 ",3914164,3060000,90,1000286.36,no
2013,CLE,"$69,274,900 ",2770996,1000000,92,752988.04,no
2013,COL,"$64,278,071 ",2921731,1250000,74,868622.58,no
2013,DET,"$151,420,000 ",6583478,4000000,93,1628172.04,no
2013,HOU,"$18,825,200 ",896438,496600,51,369121.57,no
2013,KCR,"$74,821,300 ",3400968,1190000,86,870015.12,no
2013,LAA,"$127,896,250 ",4736898,3500000,78,1639695.51,no
2013,LAD,"$171,050,552 ",7127106,4980750,92,1859245.13,no
2013,MIA,"$35,857,000 ",1434280,625000,62,578338.71,no
2013,MIL,"$70,893,444 ",2953894,1150000,74,958019.51,no
2013,MIN,"$69,780,000 ",3489000,597500,66,1057272.73,no
2013,NYM,"$68,347,948 ",2847831,625000,74,923620.92,no
2013,NYY,"$182,832,190 ",7032007,2975000,85,2150966.94,no
2013,OAK,"$39,199,500 ",1781795,605000,96,408328.13,no
2013,PHI,"$144,895,714 ",5795829,1350000,73,1984872.79,no
2013,PIT,"$77,554,000 ",2982846,1437500,94,825042.55,no
2013,SDP,"$62,305,200 ",2307600,1125000,76,819805.26,no
